Employee ID;Date of Joining;Gender;Company Type;WFH Setup Available;Designation;Resource Allocation;Mental Fatigue Score;Burn Rate;Years in Company;Work Hours per Week;Sleep Hours;Work-Life Balance Score;Manager Support Score;Deadline Pressure Score;Team Size;Recognition Frequency
fffe31003700340034003300;14/07/2008;Male;Service;Yes;3;5.0;6.0;0.49;16;50;6.7;2;1;5;15;0
fffe33003200350039003800;08/10/2008;Female;Service;Yes;2;5.0;6.6;0.47;16;51;4.8;2;2;4;16;1
fffe32003900330032003300;28/07/2008;Female;Service;No;3;6.0;4.5;0.4;16;44;6.8;3;4;3;18;5
fffe32003200380038003300;13/07/2008;Female;Service;No;1;2.0;3.4;0.16;16;37;7.3;4;5;2;5;2
fffe31003900390030003800;15/10/2008;Male;Product;No;2;;;0.31;16;42;7.0;5;3;1;4;4
fffe3700350032003700;14/04/2008;Female;Service;Yes;2;4.0;4.6;0.36;16;36;7.1;4;5;1;19;4
fffe31003500320038003800;12/11/2008;Male;Service;No;2;3.0;;0.49;16;56;5.9;1;1;4;7;1
fffe33003200310039003500;30/06/2008;Male;Service;No;2;6.0;7.0;0.51;16;49;6.2;2;3;5;18;0
fffe32003400390035003100;11/04/2008;Female;Product;Yes;2;2.0;4.8;0.28;16;39;7.3;5;4;2;12;4
fffe31003400390036003100;28/08/2008;Female;Service;No;3;6.0;7.2;0.56;16;51;5.1;1;1;4;18;0
fffe3200370037003200;18/02/2008;Female;Service;Yes;1;4.0;;0.31;16;37;7.4;5;4;3;9;3
fffe3500320032003700;25/04/2008;Female;Service;Yes;3;5.0;5.5;0.31;16;42;6.4;3;4;3;17;5
fffe33003000350034003100;10/09/2008;Female;Product;No;1;1.0;4.5;0.21;16;43;7.3;3;3;2;11;5
fffe360039003000;22/06/2008;Male;Service;No;3;6.0;7.6;0.57;16;51;5.6;1;2;4;6;0
fffe31003200370039003600;05/07/2008;Male;Product;No;1;4.0;7.3;0.51;16;50;5.6;2;3;4;19;0
fffe32003700380036003000;06/03/2008;Male;Service;Yes;1;3.0;5.6;0.36;16;42;5.7;4;5;2;5;4
fffe31003200340039003700;02/02/2008;Male;Service;No;2;;2.6;0.18;16;41;6.8;3;4;3;4;2
fffe3100390035003300;26/07/2008;Female;Service;No;1;3.0;3.0;0.18;16;37;7.3;5;3;2;19;4
fffe3400310035003400;25/05/2008;Male;Service;Yes;3;7.0;7.5;0.65;16;57;6.3;2;2;5;6;1
fffe3100300030003000;04/05/2008;Male;Product;No;3;6.0;4.5;0.33;16;39;7.7;5;5;1;12;2
fffe32003600390039003600;17/12/2008;Male;Service;No;2;2.0;3.6;0.27;16;44;7.1;4;5;2;11;2
fffe32003300380037003200;29/08/2008;Male;Service;No;2;3.0;6.4;0.42;16;49;4.4;2;2;5;6;1
fffe32003500390033003500;30/06/2008;Male;Product;No;3;7.0;7.4;0.61;16;56;5.3;2;2;4;19;0
fffe3300370034003800;09/05/2008;Female;Service;Yes;2;3.0;6.0;0.5;16;58;5.7;1;3;5;16;0
fffe3500380035003200;14/07/2008;Female;Product;No;1;;4.8;0.42;16;53;5.0;2;3;5;6;1
fffe3900390038003600;04/04/2008;Male;Service;Yes;2;;4.5;0.4;16;42;6.6;4;4;2;16;2
fffe3200310030003600;10/05/2008;Female;Service;Yes;2;3.0;;0.1;16;39;7.1;5;5;2;14;3
fffe32003300370035003000;09/08/2008;Female;Service;Yes;2;3.0;5.7;0.33;16;41;7.1;5;4;3;10;4
fffe32003800310034003000;26/12/2008;Female;Product;No;4;7.0;7.9;0.64;16;48;5.7;2;2;4;18;0
fffe31003400340030003300;18/04/2008;Female;Product;Yes;0;1.0;;;16;36;7.1;3;5;2;4;2
fffe31003800350036003700;06/10/2008;Female;Product;No;3;4.0;4.8;0.38;16;37;7.3;4;4;2;3;2
fffe3100380039003900;18/05/2008;Female;Product;No;2;5.0;6.9;0.51;16;52;4.6;1;1;4;14;0
fffe33003300310030003100;28/08/2008;Male;Service;Yes;4;8.0;6.8;0.62;16;57;5.2;1;2;5;6;1
fffe32003400390036003800;15/07/2008;Female;Product;Yes;2;4.0;5.7;0.43;16;52;6.1;2;1;5;11;1
fffe3600350032003400;03/09/2008;Male;Product;No;2;5.0;4.6;;16;42;7.3;3;4;1;13;3
fffe32003200310035003700;04/07/2008;Female;Service;Yes;1;2.0;4.3;0.25;16;37;8.0;4;3;1;15;4
fffe3700380030003100;01/10/2008;Female;Service;Yes;5;8.0;8.1;0.78;16;50;4.7;2;2;4;3;0
fffe33003200340035003300;04/10/2008;Female;Product;No;2;2.0;4.1;0.23;16;39;7.2;3;3;3;11;3
fffe32003000380035003600;16/04/2008;Male;Service;Yes;1;4.0;5.8;;16;44;6.3;3;4;1;3;3
fffe31003000390039003200;02/11/2008;Female;Service;No;4;7.0;8.7;0.79;16;50;5.4;1;3;4;19;1
fffe31003800350033003500;31/03/2008;Female;Service;No;4;8.0;7.7;0.64;16;57;6.0;1;2;5;11;1
fffe3200380030003600;16/02/2008;Male;Product;No;3;;6.3;0.61;16;54;5.2;1;3;4;14;0
fffe32003800300035003600;26/06/2008;Female;Service;No;1;2.0;4.4;0.22;16;42;7.7;3;4;2;12;2
fffe33003400360035003100;26/05/2008;Male;Product;Yes;1;2.0;4.9;0.25;16;40;6.6;4;5;1;10;5
fffe31003700370037003900;08/09/2008;Female;Service;No;3;4.0;6.7;0.46;16;52;6.0;1;3;5;19;1
fffe3600310032003400;19/03/2008;Female;Service;Yes;1;1.0;2.0;0.08;16;43;7.6;5;3;3;18;3
fffe3200330038003800;18/12/2008;Female;Service;Yes;2;;8.2;0.62;16;55;6.1;2;3;4;15;0
fffe33003300340035003400;05/08/2008;Female;Service;Yes;3;4.0;6.2;0.49;16;48;5.7;1;3;4;17;1
fffe31003200300032003500;01/10/2008;Male;Product;Yes;2;6.0;9.5;0.79;16;48;5.5;1;1;4;9;1
fffe31003700390030003100;04/03/2008;Female;Service;Yes;2;3.0;;0.13;16;35;6.7;4;5;2;5;3
fffe31003100360033003100;22/04/2008;Female;Service;No;1;2.0;6.2;0.41;16;52;5.6;2;1;5;6;1
fffe33003100340030003300;30/01/2008;Male;Product;Yes;4;7.0;6.8;0.51;16;56;5.9;2;2;5;10;1
fffe31003600330036003300;01/04/2008;Female;Service;No;3;7.0;7.8;0.6;16;48;5.0;2;2;4;18;1
fffe32003800350036003000;27/07/2008;Female;Product;Yes;3;7.0;8.3;0.8;16;49;5.7;1;1;5;17;1
fffe340032003500;11/12/2008;Female;Service;Yes;1;;2.7;0.22;16;39;7.2;4;4;3;4;5
fffe3300350034003300;29/01/2008;Male;Product;No;5;10.0;9.7;;16;41;7.6;3;3;1;17;4
fffe32003200320031003100;05/12/2008;Male;Service;Yes;2;2.0;3.4;0.27;16;38;6.6;5;4;1;4;2
fffe33003000380033003800;18/04/2008;Male;Product;Yes;1;1.0;1.4;0.07;16;40;6.5;4;4;1;5;3
fffe31003400390036003800;04/09/2008;Female;Service;No;1;1.0;1.0;0.08;16;43;7.1;4;4;2;5;3
fffe31003800310039003500;14/08/2008;Female;Service;No;3;7.0;;0.57;16;56;5.5;2;1;5;5;0
fffe33003500;01/09/2008;Female;Product;Yes;0;1.0;3.7;0.29;16;36;7.2;5;4;1;11;3
fffe31003800370031003600;30/01/2008;Female;Service;Yes;1;3.0;;0.4;16;35;6.9;4;4;1;18;2
fffe32003400320035003500;10/04/2008;Male;Service;Yes;2;3.0;3.4;0.18;16;41;7.3;3;3;2;4;3
fffe3900330032003300;21/05/2008;Female;Service;Yes;1;2.0;3.4;0.15;16;38;7.7;5;4;2;10;5
fffe3600390031003100;13/09/2008;Female;Service;No;2;3.0;;0.26;16;40;6.2;5;5;3;17;2
fffe3400370035003000;23/08/2008;Female;Product;No;5;9.0;10.0;0.88;16;56;5.4;1;3;4;3;0
fffe32003000340039003600;25/11/2008;Male;Service;No;3;7.0;7.6;0.58;16;52;5.9;2;3;4;12;0
fffe33003400390034003700;08/02/2008;Female;Service;Yes;0;1.0;3.3;0.11;16;43;7.2;4;4;3;11;4
fffe31003900310034003900;01/01/2008;Female;Product;Yes;0;1.0;0.5;0.02;17;38;6.4;5;5;2;13;5
fffe32003800340036003000;13/02/2008;Female;Product;Yes;0;1.0;2.2;0.16;16;40;6.9;5;4;1;15;2
fffe3700360039003900;13/07/2008;Male;Service;No;1;4.0;6.6;0.57;16;55;5.9;1;2;4;10;1
fffe31003000370038003800;09/02/2008;Male;Product;Yes;3;5.0;;0.4;16;40;7.1;5;4;3;9;2
fffe3400300035003300;02/09/2008;Female;Product;Yes;2;5.0;6.3;0.55;16;59;5.8;1;2;5;7;0
fffe31003700310033003600;30/04/2008;Female;Product;Yes;2;3.0;4.6;0.29;16;43;6.6;4;4;1;4;5
fffe32003700310035003300;26/04/2008;Female;Service;Yes;2;3.0;6.5;0.47;16;58;5.2;2;2;5;12;1
fffe3200310037003400;24/12/2008;Male;Service;Yes;3;6.0;4.0;0.32;16;39;7.9;4;4;2;6;5
fffe3900330033003700;19/05/2008;Male;Product;No;2;5.0;4.7;0.35;16;39;6.7;4;4;1;17;4
fffe33003400360039003900;12/02/2008;Female;Service;Yes;2;5.0;4.5;0.31;16;41;7.0;3;4;2;18;4
fffe32003900320037003500;23/09/2008;Male;Service;No;3;7.0;8.3;0.7;16;48;5.6;1;1;4;11;0
fffe32003000350030003200;19/01/2008;Female;Product;Yes;0;1.0;3.7;0.2;16;38;7.0;4;5;2;12;3
fffe31003200320031003500;31/05/2008;Male;Product;No;2;4.0;;0.52;16;57;5.9;1;1;4;6;1
fffe31003600360034003300;05/07/2008;Female;Service;Yes;2;3.0;5.7;;16;35;7.2;4;5;2;18;4
fffe32003100370033003700;31/03/2008;Male;Product;Yes;3;4.0;6.2;0.4;16;42;6.4;4;4;3;13;3
fffe33003000380032003100;05/12/2008;Female;Product;Yes;2;4.0;6.3;0.48;16;58;4.7;2;1;5;19;0
fffe360036003500;27/05/2008;Female;Service;Yes;1;1.0;4.5;0.27;16;37;6.1;5;5;1;18;3
fffe3700380038003900;02/05/2008;Female;Service;Yes;1;2.0;4.3;0.23;16;36;7.1;5;3;3;5;4
fffe3700360032003900;01/12/2008;Male;Product;No;5;8.0;;0.8;16;58;4.9;2;1;5;3;0
fffe32003300370030003600;23/04/2008;Female;Service;No;1;2.0;1.5;0.12;16;41;7.3;4;4;3;11;5
fffe3400300031003700;13/07/2008;Female;Service;Yes;1;4.0;5.1;0.46;16;55;5.3;2;2;4;12;1
fffe32003400370031003500;06/12/2008;Male;Product;Yes;3;6.0;7.9;0.58;16;50;4.8;2;3;5;9;1
fffe3700390038003100;09/09/2008;Female;Service;Yes;1;3.0;5.0;0.44;16;58;6.1;2;2;5;17;1
fffe32003000350035003400;19/04/2008;Female;Service;No;5;10.0;10.0;0.91;16;50;5.4;1;2;5;16;1
fffe3900360039003300;23/10/2008;Female;Service;No;3;5.0;5.2;0.36;16;40;6.9;5;3;2;17;5
fffe31003400300032003300;16/07/2008;Female;Product;No;3;;7.4;0.55;16;59;7.3;1;2;4;3;0
fffe33003300360031003200;05/09/2008;Male;Product;Yes;1;3.0;6.2;0.42;16;54;5.8;2;1;4;16;0
fffe31003000320032003100;04/05/2008;Female;Product;Yes;2;;6.1;;16;42;7.4;4;3;1;18;2
fffe3600390030003100;27/11/2008;Male;Product;Yes;3;6.0;4.7;0.31;16;40;6.9;5;3;3;8;2
fffe33003300390033003100;21/09/2008;Male;Service;Yes;3;4.0;5.6;0.41;16;50;5.6;1;3;4;11;1
fffe33003200340038003500;16/04/2008;Male;Service;No;3;6.0;6.7;0.57;16;51;6.1;1;3;4;16;1
fffe31003800310031003100;01/06/2008;Male;Product;No;1;2.0;3.9;;16;38;7.0;3;4;1;3;3
fffe32003300370033003000;17/12/2008;Male;Service;No;0;1.0;3.5;0.16;16;43;6.8;5;4;1;14;5
fffe33003300380031003200;12/03/2008;Female;Service;Yes;1;3.0;6.0;0.41;16;58;5.7;1;2;5;13;0
fffe3400350032003300;29/02/2008;Female;Service;No;1;;4.5;0.4;16;43;7.2;4;4;1;19;2
fffe3300320036003100;09/05/2008;Female;Product;Yes;2;5.0;;0.42;16;49;5.0;2;3;5;14;0
fffe3100370030003300;15/02/2008;Female;Product;No;3;5.0;6.4;0.58;16;51;5.4;1;3;5;10;1
fffe31003900320034003000;21/08/2008;Female;Product;No;2;4.0;6.3;0.4;16;40;7.1;4;5;1;4;5
fffe32003200300039003500;10/04/2008;Male;Service;No;1;2.0;4.5;0.21;16;42;6.3;4;5;2;7;2
fffe3700390032003300;27/02/2008;Female;Product;Yes;1;2.0;4.6;0.39;16;38;6.9;3;5;1;11;2
fffe3600310033003100;25/06/2008;Female;Service;No;3;6.0;6.2;0.56;16;49;5.0;1;3;5;3;1
fffe3800360035003900;12/07/2008;Male;Product;Yes;3;;6.5;0.44;16;53;6.5;2;2;4;13;0
fffe3600340039003600;16/05/2008;Female;Service;Yes;0;1.0;0.3;0.0;16;36;6.7;3;4;3;18;5
fffe3900390032003900;21/12/2008;Female;Service;No;4;6.0;7.8;0.61;16;53;5.6;1;3;5;11;0
fffe31003800310039003800;27/06/2008;Female;Service;No;5;8.0;9.3;;16;42;5.9;4;4;1;6;5
fffe3200340032003900;04/05/2008;Female;Service;Yes;1;3.0;4.8;0.36;16;43;7.2;3;4;2;15;2
fffe32003700310039003500;10/12/2008;Female;Service;Yes;2;4.0;6.6;0.46;16;56;5.7;1;3;5;18;1
fffe31003600300031003200;14/02/2008;Female;Service;No;2;5.0;4.2;0.36;16;37;8.2;5;4;2;4;5
fffe31003200370032003200;02/02/2008;Female;Service;No;2;4.0;7.0;0.51;16;57;5.3;1;1;5;17;1
fffe33003000310030003900;28/04/2008;Female;Service;No;0;1.0;2.4;0.07;16;42;7.0;5;3;2;10;3
fffe31003800370035003300;28/06/2008;Female;Service;Yes;3;5.0;6.0;;16;35;7.1;3;3;3;7;2
fffe3100330035003600;05/11/2008;Female;Product;No;1;2.0;6.0;;16;37;6.3;3;4;1;15;2
fffe34003100;03/03/2008;Male;Product;No;1;;6.8;0.52;16;56;5.7;2;2;5;12;1
fffe3100340035003000;28/05/2008;Male;Product;Yes;1;3.0;5.7;0.34;16;44;7.8;4;3;1;10;2
fffe31003800310030003000;18/09/2008;Male;Service;Yes;1;3.0;4.7;0.41;16;49;5.2;2;3;5;12;0
fffe33003000380032003700;29/07/2008;Male;Product;No;1;1.0;0.6;0.05;16;39;7.4;3;3;2;3;5
fffe33003100390037003200;27/09/2008;Male;Service;No;2;4.0;5.7;0.48;16;48;5.0;1;1;5;3;1
fffe3400330033003700;29/09/2008;Female;Service;Yes;1;1.0;0.0;0.0;16;42;6.7;3;4;2;12;4
fffe31003700320033003200;07/09/2008;Female;Product;Yes;3;6.0;6.8;0.62;16;54;5.8;1;1;5;17;1
fffe33003100360032003700;20/12/2008;Male;Service;No;4;8.0;9.6;0.8;16;58;5.8;1;2;5;18;1
fffe31003000310033003900;21/12/2008;Female;Service;Yes;1;4.0;5.7;0.34;16;39;6.8;4;4;2;15;2
fffe3800320036003000;24/10/2008;Male;Service;No;3;5.0;;0.55;16;55;5.6;2;2;4;8;1
fffe31003800360036003900;23/08/2008;Female;Product;Yes;0;;3.2;0.21;16;35;7.4;3;5;2;7;4
fffe31003000300034003400;26/06/2008;Female;Product;Yes;2;4.0;5.5;0.5;16;49;5.7;2;2;4;6;0
fffe31003800310030003200;21/06/2008;Male;Service;Yes;2;;5.8;0.4;16;41;6.2;5;5;1;7;5
fffe32003200340032003900;31/07/2008;Male;Product;No;2;4.0;6.8;0.45;16;53;4.9;2;3;4;13;0
fffe32003400370038003900;16/12/2008;Male;Service;No;2;5.0;8.0;0.66;16;53;5.8;2;2;4;5;1
fffe33003300380036003200;31/03/2008;Male;Service;Yes;2;4.0;5.6;0.45;16;56;5.5;2;1;4;16;0
fffe32003100330030003200;10/02/2008;Female;Product;Yes;1;3.0;5.5;0.37;16;41;7.5;4;5;1;10;3
fffe32003500330038003000;03/07/2008;Male;Product;Yes;2;2.0;3.1;0.23;16;38;7.1;3;5;1;8;5
fffe33003000370036003600;15/03/2008;Male;Product;No;3;5.0;7.4;0.53;16;52;5.2;1;1;4;6;1
fffe31003600320037003800;14/06/2008;Male;Product;Yes;0;1.0;0.0;;16;38;6.8;5;3;2;6;4
fffe3800380034003400;25/07/2008;Male;Product;Yes;4;8.0;7.2;0.62;16;51;5.4;1;3;4;18;1
fffe31003400380032003200;08/03/2008;Female;Product;No;2;;7.4;0.53;16;55;6.1;2;3;4;11;1
fffe3800360037003200;10/03/2008;Female;Service;Yes;0;1.0;3.5;0.24;16;44;7.3;3;4;1;5;5
fffe31003500390035003700;13/07/2008;Male;Product;No;3;5.0;5.9;0.54;16;58;5.0;1;3;4;18;1
fffe3300360039003200;09/03/2008;Female;Service;Yes;2;4.0;5.6;0.36;16;38;7.0;3;5;3;16;3
fffe32003500370031003000;23/02/2008;Male;Service;Yes;1;2.0;0.0;0.0;16;42;7.3;5;3;3;10;2
fffe32003400350032003800;06/02/2008;Female;Product;Yes;1;2.0;3.3;0.14;16;36;7.2;3;3;3;11;5
fffe3800380039003900;14/05/2008;Female;Product;Yes;3;5.0;5.8;0.45;16;59;6.1;2;1;4;6;1
fffe33003300380037003400;21/11/2008;Male;Service;No;2;5.0;6.9;0.57;16;56;5.3;2;3;5;16;1
fffe31003300360037003200;13/09/2008;Female;Service;Yes;1;2.0;;0.28;16;36;7.3;5;4;2;8;5
fffe32003600340035003900;11/05/2008;Male;Service;Yes;2;4.0;7.5;0.53;16;48;4.8;1;1;4;15;1
fffe32003500380037003900;13/11/2008;Male;Product;No;3;7.0;8.5;0.73;16;55;5.7;1;1;5;16;1
fffe32003200300039003700;18/01/2008;Female;Product;No;1;3.0;4.5;0.38;16;37;6.1;4;3;1;11;3
fffe3600390030003900;14/02/2008;Male;Service;Yes;2;5.0;7.2;;16;42;7.4;3;5;2;6;2
fffe31003900310033003200;27/03/2008;Female;Product;Yes;1;3.0;6.2;0.41;16;51;5.0;1;1;5;7;1
fffe3700390033003600;26/03/2008;Female;Service;No;2;5.0;8.8;0.8;16;58;5.4;1;1;5;11;0
fffe31003500310030003800;07/03/2008;Female;Service;No;4;6.0;6.1;0.6;16;54;6.2;1;2;5;4;0
fffe32003300360033003900;02/09/2008;Female;Service;No;0;1.0;0.6;0.0;16;39;7.0;4;5;3;6;2
fffe32003900320038003000;29/08/2008;Male;Service;No;4;7.0;7.3;0.75;16;58;6.3;2;2;4;7;0
fffe33003300300030003900;17/07/2008;Female;Service;No;3;6.0;8.5;0.65;16;53;5.0;2;2;5;12;0
fffe3300370038003900;23/10/2008;Male;Service;Yes;1;2.0;5.1;0.29;16;42;6.4;4;5;1;18;4
fffe33003200320039003900;21/10/2008;Female;Service;Yes;2;3.0;6.5;0.45;16;53;5.1;1;2;5;17;1
fffe31003000360039003300;14/09/2008;Female;Service;No;3;6.0;8.0;0.69;16;57;6.3;1;3;5;4;1
fffe33003000350038003600;10/10/2008;Female;Service;No;1;4.0;5.9;0.43;16;52;5.8;2;2;5;18;1
fffe3600340034003900;18/02/2008;Male;Service;Yes;1;;5.2;0.45;16;57;5.3;2;2;4;15;0
fffe31003900330038003000;28/07/2008;Male;Service;No;2;5.0;5.8;0.39;16;43;6.9;3;3;3;8;3
fffe31003900340036003100;10/10/2008;Female;Service;Yes;2;4.0;5.0;0.37;16;44;6.7;3;5;3;8;4
fffe3600320038003200;23/08/2008;Female;Service;Yes;1;1.0;3.2;0.22;16;39;7.3;5;4;1;4;2
fffe31003600390037003100;03/03/2008;Female;Service;No;2;5.0;6.5;0.63;16;50;5.6;1;2;4;15;0
fffe32003200310033003200;27/01/2008;Male;Product;No;4;8.0;6.5;0.52;16;57;4.8;2;2;4;14;0
fffe31003900390036003200;21/03/2008;Female;Product;Yes;0;;3.1;0.11;16;37;7.0;3;4;3;15;5
fffe32003600310032003000;05/08/2008;Female;Product;No;3;6.0;5.9;0.42;16;53;5.7;2;1;5;4;0
fffe31003100390031003400;27/05/2008;Female;Service;No;1;;3.7;0.22;16;38;7.1;5;4;1;4;5
fffe31003400340031003900;09/11/2008;Male;Service;No;2;5.0;5.7;0.53;16;55;5.2;2;2;5;17;0
fffe33003400320034003800;23/08/2008;Male;Service;No;3;7.0;6.5;0.52;16;49;6.2;2;2;5;7;0
fffe3200390039003400;13/09/2008;Female;Service;Yes;1;2.0;2.4;0.19;16;40;6.9;5;3;2;17;4
fffe32003000320030003600;23/01/2008;Male;Product;Yes;3;6.0;7.7;0.56;16;50;5.7;1;1;4;8;0
fffe32003300350039003100;05/10/2008;Female;Product;Yes;3;5.0;6.3;0.5;16;57;6.0;2;3;5;15;1
fffe3100350030003200;01/04/2008;Male;Product;No;3;4.0;7.0;0.5;16;50;5.1;1;2;5;14;0
fffe33003000300037003900;09/12/2008;Female;Service;Yes;1;4.0;4.8;0.38;16;41;6.6;4;3;1;14;5
fffe31003600390038003700;03/10/2008;Male;Service;No;2;4.0;;0.51;16;54;4.8;1;2;5;18;1
fffe33003400390038003400;18/04/2008;Male;Service;Yes;2;4.0;3.9;0.24;16;41;6.5;3;3;1;4;4
fffe3200350036003000;15/06/2008;Female;Service;Yes;2;5.0;4.4;0.36;16;35;7.2;3;4;1;7;3
fffe3200370039003300;18/11/2008;Female;Service;Yes;2;3.0;4.6;0.39;16;41;6.5;5;4;1;3;4
fffe31003200380037003000;23/09/2008;Female;Service;Yes;1;2.0;4.4;0.27;16;43;6.3;3;4;1;17;5
fffe31003000320033003200;11/07/2008;Female;Service;No;2;5.0;4.5;0.37;16;37;6.8;4;3;2;14;4
fffe31003500320036003100;01/08/2008;Female;Product;No;3;5.0;6.5;0.57;16;57;5.7;2;3;5;9;1
fffe31003400330036003700;30/05/2008;Female;Product;No;1;4.0;4.6;0.32;16;43;6.2;5;3;1;4;5
fffe32003000340036003000;28/04/2008;Male;Product;Yes;3;;5.4;0.45;16;55;6.2;1;3;5;6;0
fffe33003100360038003800;31/03/2008;Female;Service;Yes;2;5.0;7.9;0.64;16;51;5.3;1;1;4;18;1
fffe31003100370038003500;08/01/2008;Female;Service;Yes;0;1.0;2.3;;16;44;6.3;5;3;2;10;2
fffe3500360033003300;01/01/2008;Female;Service;No;4;8.0;6.5;0.55;17;48;5.8;1;1;5;3;1
fffe31003100330036003400;25/11/2008;Male;Product;Yes;1;3.0;5.1;0.37;16;42;6.5;4;3;2;19;4
fffe360036003200;04/10/2008;Male;Service;No;2;6.0;6.7;0.54;16;48;5.4;1;3;5;10;0
fffe31003200350035003600;22/06/2008;Female;Service;Yes;1;2.0;2.1;0.17;16;40;7.0;5;3;3;10;2
fffe32003700350036003600;29/12/2008;Female;Service;No;2;4.0;4.8;0.41;16;51;5.2;2;3;5;4;1
fffe31003500310037003300;27/08/2008;Female;Service;No;2;6.0;6.0;0.54;16;56;5.5;1;1;5;19;1
fffe3300340032003000;04/02/2008;Male;Service;Yes;4;8.0;;0.59;16;58;5.6;1;2;4;16;1
fffe3500370033003900;25/02/2008;Male;Product;Yes;3;8.0;7.9;0.7;16;59;5.4;2;1;4;18;1
fffe33003200340034003800;10/06/2008;Male;Service;Yes;3;7.0;7.3;0.75;16;51;6.5;2;2;4;5;0
fffe32003300350031003400;06/11/2008;Male;Service;No;5;8.0;9.1;0.79;16;56;5.1;1;2;5;17;1
fffe33003000350033003400;26/01/2008;Female;Service;No;3;5.0;7.1;0.57;16;49;5.5;1;3;4;3;1
fffe33003400320038003100;06/09/2008;Male;Service;Yes;1;2.0;3.5;0.25;16;41;6.0;5;4;1;9;5
fffe3200;07/03/2008;Male;Service;No;3;6.0;8.3;0.73;16;56;5.9;1;3;4;10;1
fffe3800320039003800;25/02/2008;Male;Service;Yes;4;7.0;9.5;0.86;16;55;5.3;2;2;5;8;0
fffe31003900310035003200;20/07/2008;Male;Service;Yes;3;6.0;8.8;0.89;16;55;5.7;2;1;5;12;0
fffe32003000350036003900;20/04/2008;Female;Product;No;0;1.0;2.8;0.2;16;37;6.8;4;5;2;19;3
fffe31003100330030003700;29/07/2008;Male;Service;No;3;6.0;7.2;0.62;16;56;5.0;1;1;4;15;0
fffe32003700380038003400;10/09/2008;Female;Service;Yes;2;4.0;6.3;0.43;16;51;5.8;1;3;4;10;0
fffe3400320034003500;16/08/2008;Male;Product;No;3;6.0;;0.56;16;51;5.2;1;2;4;7;0
fffe33003300380034003200;17/07/2008;Female;Product;Yes;4;8.0;9.0;0.81;16;57;4.2;1;2;5;13;1
fffe350031003400;15/04/2008;Female;Product;No;3;5.0;;0.57;16;54;6.2;1;1;4;6;1
fffe33003300350038003600;10/11/2008;Female;Service;Yes;3;5.0;6.4;0.45;16;53;5.6;1;1;5;12;0
fffe32003700330031003100;15/02/2008;Male;Service;Yes;0;1.0;3.2;0.18;16;38;8.1;3;5;3;13;3
fffe3400310036003600;16/09/2008;Female;Service;No;2;6.0;7.3;0.58;16;59;4.9;2;2;5;10;0
fffe350038003500;16/12/2008;Female;Service;No;5;;8.9;0.82;16;54;5.4;1;1;4;6;1
fffe32003400320037003000;10/10/2008;Female;Product;Yes;1;3.0;4.9;0.44;16;53;6.1;1;3;5;7;0
fffe32003400340034003100;10/01/2008;Female;Service;No;1;2.0;5.7;0.37;16;35;7.4;3;4;3;16;3
fffe31003900360039003700;01/07/2008;Female;Service;Yes;2;4.0;7.1;0.65;16;48;5.6;2;1;5;12;0
fffe32003800370039003600;25/12/2008;Male;Service;No;4;7.0;7.5;0.65;16;51;5.2;1;2;4;12;1
fffe3900340036003000;22/06/2008;Female;Service;No;4;8.0;9.7;0.86;16;55;6.0;2;2;4;17;1
fffe32003600390037003900;17/07/2008;Female;Service;No;3;6.0;7.8;0.61;16;58;5.6;2;3;4;9;1
fffe31003500370035003500;15/11/2008;Female;Service;No;2;5.0;7.1;0.55;16;48;5.1;1;2;4;13;1
fffe3700350031003800;05/04/2008;Female;Service;No;3;6.0;;0.67;16;49;5.9;2;2;4;11;0
fffe33003200350034003000;23/05/2008;Female;Service;Yes;1;4.0;5.4;0.46;16;51;5.3;2;3;5;4;0
fffe3400370037003400;21/09/2008;Male;Service;Yes;2;;4.3;0.25;16;39;6.7;5;5;1;10;5
fffe31003500350037003800;05/04/2008;Male;Service;No;3;6.0;8.4;;16;35;6.7;4;3;1;10;2
fffe3400380030003600;05/01/2008;Female;Product;Yes;2;3.0;3.1;0.25;17;41;6.4;3;5;3;10;4
fffe3300350034003900;09/01/2008;Female;Service;No;3;6.0;7.0;0.67;16;58;5.5;1;2;4;8;1
fffe31003200300039003300;27/04/2008;Male;Service;Yes;2;3.0;;0.24;16;39;7.4;3;3;3;9;3
fffe33003000330030003800;01/12/2008;Male;Service;No;1;5.0;6.2;0.55;16;53;5.4;2;3;5;15;1
fffe3700320039003500;28/01/2008;Female;Product;Yes;3;6.0;7.3;0.56;16;53;6.3;1;1;5;14;1
fffe3800370038003300;08/02/2008;Female;Product;Yes;3;5.0;;0.66;16;48;5.6;1;2;5;5;0
fffe370035003900;13/03/2008;Female;Product;No;0;1.0;;0.26;16;39;6.6;3;5;1;19;4
fffe32003400330038003000;02/11/2008;Male;Service;No;4;7.0;8.8;0.71;16;55;5.3;2;2;4;17;0
fffe32003300310034003200;21/08/2008;Female;Service;No;2;5.0;5.6;0.52;16;52;5.4;1;1;4;3;1
fffe31003400310035003500;11/03/2008;Female;Product;Yes;0;1.0;3.0;0.1;16;42;7.0;4;5;3;16;4
fffe3800350037003000;30/07/2008;Female;Service;Yes;2;4.0;5.0;0.26;16;39;7.2;5;5;3;13;4
fffe32003200390032003600;15/04/2008;Female;Service;Yes;2;3.0;7.1;0.49;16;49;5.1;2;1;4;19;0
